seccion_id,departamento_id,departamento_nombre,cue_anexo,establecimiento_nombre,localidad,nivel_id,nivel_nombre,grupo_edad_id,grupo_tasa_id,matricula_actual,matricula_varones_actual,matricula_mujeres_actual,capacidad,longitud,latitud,year_base
2024|FB|260000100|SEC|MANANA|1ER ANO/GRADO|1|CICLO BASICO/ EDUCACION SECUNDARIA BASICA|CICLO BASICO/ EDUCACION SECUNDARIA BASICA,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,12_14,12_14,26,17,9,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|MANANA|1ER ANO/GRADO|2|CICLO BASICO/ EDUCACION SECUNDARIA BASICA|CICLO BASICO/ EDUCACION SECUNDARIA BASICA,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,12_14,12_14,25,16,9,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|MANANA|1ER ANO/GRADO|3|CICLO BASICO/ EDUCACION SECUNDARIA BASICA|CICLO BASICO/ EDUCACION SECUNDARIA BASICA,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,12_14,12_14,22,12,10,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|MANANA|1ER ANO/GRADO|4|CICLO BASICO/ EDUCACION SECUNDARIA BASICA|CICLO BASICO/ EDUCACION SECUNDARIA BASICA,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,12_14,12_14,24,13,11,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|MANANA|2DO ANO/GRADO|1|CICLO BASICO/ EDUCACION SECUNDARIA BASICA|CICLO BASICO/ EDUCACION SECUNDARIA BASICA,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,12_14,12_14,29,15,14,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|MANANA|2DO ANO/GRADO|2|CICLO BASICO/ EDUCACION SECUNDARIA BASICA|CICLO BASICO/ EDUCACION SECUNDARIA BASICA,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,12_14,12_14,30,14,16,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|MANANA|2DO ANO/GRADO|3|CICLO BASICO/ EDUCACION SECUNDARIA BASICA|CICLO BASICO/ EDUCACION SECUNDARIA BASICA,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,12_14,12_14,29,11,18,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|MANANA|2DO ANO/GRADO|4|CICLO BASICO/ EDUCACION SECUNDARIA BASICA|CICLO BASICO/ EDUCACION SECUNDARIA BASICA,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,12_14,12_14,29,10,19,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|MANANA|3ER ANO/GRADO|1|CICLO BASICO/ EDUCACION SECUNDARIA BASICA|CICLO BASICO/ EDUCACION SECUNDARIA BASICA,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,12_14,12_14,30,17,13,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|MANANA|3ER ANO/GRADO|2|CICLO BASICO/ EDUCACION SECUNDARIA BASICA|CICLO BASICO/ EDUCACION SECUNDARIA BASICA,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,12_14,12_14,31,17,14,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|MANANA|3ER ANO/GRADO|3|CICLO BASICO/ EDUCACION SECUNDARIA BASICA|CICLO BASICO/ EDUCACION SECUNDARIA BASICA,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,12_14,12_14,30,19,11,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|MANANA|4TO ANO/GRADO|1|HUMANIDADES Y CS. SOCIALES|BACHILLER ORIENTADO EN CIENCIAS SOCIALES Y HUMANIDADES,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,15_17,15_17,28,14,14,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|MANANA|4TO ANO/GRADO|2|HUMANIDADES Y CS. SOCIALES|BACHILLER ORIENTADO EN CIENCIAS SOCIALES Y HUMANIDADES,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,15_17,15_17,23,12,11,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|MANANA|4TO ANO/GRADO|2|INFORMATICA|BACHILLER EN INFORMATICA,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,15_17,15_17,26,18,8,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|MANANA|4TO ANO/GRADO|3|HUMANIDADES Y CS. SOCIALES|BACHILLER ORIENTADO EN CIENCIAS SOCIALES Y HUMANIDADES,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,15_17,15_17,25,9,16,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|MANANA|5TO ANO/GRADO|1|HUMANIDADES Y CS. SOCIALES|BACHILLER ORIENTADO EN CIENCIAS SOCIALES Y HUMANIDADES,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,15_17,15_17,30,17,13,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|MANANA|5TO ANO/GRADO|2|HUMANIDADES Y CS. SOCIALES|BACHILLER ORIENTADO EN CIENCIAS SOCIALES Y HUMANIDADES,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,15_17,15_17,30,17,13,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|MANANA|5TO ANO/GRADO|3|HUMANIDADES Y CS. SOCIALES|BACHILLER ORIENTADO EN CIENCIAS SOCIALES Y HUMANIDADES,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,15_17,15_17,28,16,12,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|MANANA|6TO ANO/GRADO|1|HUMANIDADES Y CS. SOCIALES|BACHILLER ORIENTADO EN CIENCIAS SOCIALES Y HUMANIDADES,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,15_17,15_17,24,8,16,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|MANANA|6TO ANO/GRADO|2|HUMANIDADES Y CS. SOCIALES|BACHILLER ORIENTADO EN CIENCIAS SOCIALES Y HUMANIDADES,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,15_17,15_17,27,13,14,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|MANANA|6TO ANO/GRADO|3|HUMANIDADES Y CS. SOCIALES|BACHILLER ORIENTADO EN CIENCIAS SOCIALES Y HUMANIDADES,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,15_17,15_17,25,16,9,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|TARDE|1ER ANO/GRADO|5|CICLO BASICO/ EDUCACION SECUNDARIA BASICA|CICLO BASICO/ EDUCACION SECUNDARIA BASICA,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,12_14,12_14,27,12,15,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|TARDE|1ER ANO/GRADO|6|CICLO BASICO/ EDUCACION SECUNDARIA BASICA|CICLO BASICO/ EDUCACION SECUNDARIA BASICA,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,12_14,12_14,26,11,15,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|TARDE|2DO ANO/GRADO|5|CICLO BASICO/ EDUCACION SECUNDARIA BASICA|CICLO BASICO/ EDUCACION SECUNDARIA BASICA,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,12_14,12_14,29,12,17,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|TARDE|2DO ANO/GRADO|6|CICLO BASICO/ EDUCACION SECUNDARIA BASICA|CICLO BASICO/ EDUCACION SECUNDARIA BASICA,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,12_14,12_14,30,10,20,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|TARDE|3ER ANO/GRADO|5|CICLO BASICO/ EDUCACION SECUNDARIA BASICA|CICLO BASICO/ EDUCACION SECUNDARIA BASICA,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,12_14,12_14,21,11,10,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|TARDE|3ER ANO/GRADO|6|CICLO BASICO/ EDUCACION SECUNDARIA BASICA|CICLO BASICO/ EDUCACION SECUNDARIA BASICA,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,12_14,12_14,22,13,9,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|TARDE|4TO ANO/GRADO|1|CIENCIAS NATURALES|BACHILLER ORIENTADO EN CIENCIAS NATURALES,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,15_17,15_17,28,12,16,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|TARDE|4TO ANO/GRADO|1|INFORMATICA|BACHILLER EN INFORMATICA,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,15_17,15_17,23,13,10,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|TARDE|4TO ANO/GRADO|2|CIENCIAS NATURALES|BACHILLER ORIENTADO EN CIENCIAS NATURALES,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,15_17,15_17,26,12,14,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|TARDE|5TO ANO/GRADO|1|CIENCIAS NATURALES|BACHILLER ORIENTADO EN CIENCIAS NATURALES,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,15_17,15_17,25,13,12,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|TARDE|5TO ANO/GRADO|1|INFORMATICA|BACHILLER EN INFORMATICA,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,15_17,15_17,22,15,7,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|TARDE|5TO ANO/GRADO|2|CIENCIAS NATURALES|BACHILLER ORIENTADO EN CIENCIAS NATURALES,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,15_17,15_17,20,11,9,26,-67.5214993,-45.8704799,2024
2024|FB|260000100|SEC|TARDE|6TO ANO/GRADO|1|CIENCIAS NATURALES|BACHILLER ORIENTADO EN CIENCIAS NATURALES,26021,Escalante,260000100,FEDERICO BRANDSEN,COMODORO RIVADAVIA,SEC,Secundario,15_17,15_17,36,17,19,26,-67.5214993,-45.8704799,2024
2024|FB|260000300|PRI|MANANA|1ER ANO/GRADO|A|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000300,LÍA GEORGINA LÓPEZ,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,10,4,6,22,-67.5216132,-45.8703905,2024
2024|FB|260000300|PRI|MANANA|2DO ANO/GRADO|A|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000300,LÍA GEORGINA LÓPEZ,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,9,6,3,22,-67.5216132,-45.8703905,2024
2024|FB|260000300|PRI|MANANA|3ER ANO/GRADO|A|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000300,LÍA GEORGINA LÓPEZ,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,19,10,9,22,-67.5216132,-45.8703905,2024
2024|FB|260000300|PRI|MANANA|4TO ANO/GRADO|A|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000300,LÍA GEORGINA LÓPEZ,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,25,14,11,22,-67.5216132,-45.8703905,2024
2024|FB|260000300|PRI|MANANA|5TO ANO/GRADO|A|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000300,LÍA GEORGINA LÓPEZ,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,22,17,5,22,-67.5216132,-45.8703905,2024
2024|FB|260000300|PRI|MANANA|6TO ANO/GRADO|A|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000300,LÍA GEORGINA LÓPEZ,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,25,10,15,22,-67.5216132,-45.8703905,2024
2024|FB|260000300|PRI|TARDE|1ER ANO/GRADO|B|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000300,LÍA GEORGINA LÓPEZ,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,20,9,11,22,-67.5216132,-45.8703905,2024
2024|FB|260000300|PRI|TARDE|2DO ANO/GRADO|B|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000300,LÍA GEORGINA LÓPEZ,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,19,9,10,22,-67.5216132,-45.8703905,2024
2024|FB|260000300|PRI|TARDE|3ER ANO/GRADO|B|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000300,LÍA GEORGINA LÓPEZ,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,22,9,13,22,-67.5216132,-45.8703905,2024
2024|FB|260000300|PRI|TARDE|4TO ANO/GRADO|B|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000300,LÍA GEORGINA LÓPEZ,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,19,8,11,22,-67.5216132,-45.8703905,2024
2024|FB|260000300|PRI|TARDE|5TO ANO/GRADO|B|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000300,LÍA GEORGINA LÓPEZ,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,20,10,10,22,-67.5216132,-45.8703905,2024
2024|FB|260000300|PRI|TARDE|6TO ANO/GRADO|B|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000300,LÍA GEORGINA LÓPEZ,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,17,7,10,22,-67.5216132,-45.8703905,2024
2024|FB|260000400|PRI|MANANA|4TO ANO/GRADO|A|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000400,CEFERINO NAMUNCURÁ,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,23,11,12,22,-67.5134306,-45.8626166,2024
2024|FB|260000400|PRI|MANANA|4TO ANO/GRADO|B|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000400,CEFERINO NAMUNCURÁ,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,23,10,13,22,-67.5134306,-45.8626166,2024
2024|FB|260000400|PRI|MANANA|4TO ANO/GRADO|C|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000400,CEFERINO NAMUNCURÁ,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,22,10,12,22,-67.5134306,-45.8626166,2024
2024|FB|260000400|PRI|MANANA|5TO ANO/GRADO|A|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000400,CEFERINO NAMUNCURÁ,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,23,10,13,22,-67.5134306,-45.8626166,2024
2024|FB|260000400|PRI|MANANA|5TO ANO/GRADO|B|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000400,CEFERINO NAMUNCURÁ,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,21,10,11,22,-67.5134306,-45.8626166,2024
2024|FB|260000400|PRI|MANANA|5TO ANO/GRADO|C|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000400,CEFERINO NAMUNCURÁ,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,22,10,12,22,-67.5134306,-45.8626166,2024
2024|FB|260000400|PRI|MANANA|6TO ANO/GRADO|A|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000400,CEFERINO NAMUNCURÁ,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,25,14,11,22,-67.5134306,-45.8626166,2024
2024|FB|260000400|PRI|MANANA|6TO ANO/GRADO|B|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000400,CEFERINO NAMUNCURÁ,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,25,14,11,22,-67.5134306,-45.8626166,2024
2024|FB|260000400|PRI|MANANA|6TO ANO/GRADO|C|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000400,CEFERINO NAMUNCURÁ,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,24,14,10,22,-67.5134306,-45.8626166,2024
2024|FB|260000400|PRI|TARDE|1ER ANO/GRADO|A|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000400,CEFERINO NAMUNCURÁ,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,22,10,12,22,-67.5134306,-45.8626166,2024
2024|FB|260000400|PRI|TARDE|1ER ANO/GRADO|B|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000400,CEFERINO NAMUNCURÁ,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,24,8,16,22,-67.5134306,-45.8626166,2024
2024|FB|260000400|PRI|TARDE|1ER ANO/GRADO|C|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000400,CEFERINO NAMUNCURÁ,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,24,10,14,22,-67.5134306,-45.8626166,2024
2024|FB|260000400|PRI|TARDE|2DO ANO/GRADO|A|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000400,CEFERINO NAMUNCURÁ,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,22,11,11,22,-67.5134306,-45.8626166,2024
2024|FB|260000400|PRI|TARDE|2DO ANO/GRADO|B|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000400,CEFERINO NAMUNCURÁ,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,23,13,10,22,-67.5134306,-45.8626166,2024
2024|FB|260000400|PRI|TARDE|2DO ANO/GRADO|C|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000400,CEFERINO NAMUNCURÁ,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,22,10,12,22,-67.5134306,-45.8626166,2024
2024|FB|260000400|PRI|TARDE|3ER ANO/GRADO|A|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000400,CEFERINO NAMUNCURÁ,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,21,10,11,22,-67.5134306,-45.8626166,2024
2024|FB|260000400|PRI|TARDE|3ER ANO/GRADO|B|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000400,CEFERINO NAMUNCURÁ,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,22,11,11,22,-67.5134306,-45.8626166,2024
2024|FB|260000400|PRI|TARDE|3ER ANO/GRADO|C|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000400,CEFERINO NAMUNCURÁ,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,21,11,10,22,-67.5134306,-45.8626166,2024
2024|FB|260000600|PRI|MANANA EXTENDIDA|1ER ANO/GRADO|A|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000600,FRANCISCO PIETROBELLI,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,21,13,8,22,-67.4981047,-45.8587716,2024
2024|FB|260000600|PRI|MANANA EXTENDIDA|1ER ANO/GRADO|B|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000600,FRANCISCO PIETROBELLI,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,22,12,10,22,-67.4981047,-45.8587716,2024
2024|FB|260000600|PRI|MANANA EXTENDIDA|2DO ANO/GRADO|A|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000600,FRANCISCO PIETROBELLI,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,18,9,9,22,-67.4981047,-45.8587716,2024
2024|FB|260000600|PRI|MANANA EXTENDIDA|2DO ANO/GRADO|B|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000600,FRANCISCO PIETROBELLI,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,17,10,7,22,-67.4981047,-45.8587716,2024
2024|FB|260000600|PRI|MANANA EXTENDIDA|3ER ANO/GRADO|A|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000600,FRANCISCO PIETROBELLI,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,22,12,10,22,-67.4981047,-45.8587716,2024
2024|FB|260000600|PRI|MANANA EXTENDIDA|3ER ANO/GRADO|B|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000600,FRANCISCO PIETROBELLI,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,20,11,9,22,-67.4981047,-45.8587716,2024
2024|FB|260000600|PRI|MANANA EXTENDIDA|4TO ANO/GRADO|A|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000600,FRANCISCO PIETROBELLI,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,22,10,12,22,-67.4981047,-45.8587716,2024
2024|FB|260000600|PRI|MANANA EXTENDIDA|4TO ANO/GRADO|B|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000600,FRANCISCO PIETROBELLI,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,22,10,12,22,-67.4981047,-45.8587716,2024
2024|FB|260000600|PRI|MANANA EXTENDIDA|5TO ANO/GRADO|A|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000600,FRANCISCO PIETROBELLI,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,25,13,12,22,-67.4981047,-45.8587716,2024
2024|FB|260000600|PRI|MANANA EXTENDIDA|5TO ANO/GRADO|B|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000600,FRANCISCO PIETROBELLI,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,23,9,14,22,-67.4981047,-45.8587716,2024
2024|FB|260000600|PRI|MANANA EXTENDIDA|6TO ANO/GRADO|A|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000600,FRANCISCO PIETROBELLI,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,23,12,11,22,-67.4981047,-45.8587716,2024
2024|FB|260000600|PRI|MANANA EXTENDIDA|6TO ANO/GRADO|B|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000600,FRANCISCO PIETROBELLI,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,22,13,9,22,-67.4981047,-45.8587716,2024
2024|FB|260000700|PRI|MANANA|4TO ANO/GRADO|A|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000700,EJÉRCITO ARGENTINO,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,20,11,9,22,-67.5068825,-45.8626268,2024
2024|FB|260000700|PRI|MANANA|4TO ANO/GRADO|B|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000700,EJÉRCITO ARGENTINO,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,21,10,11,22,-67.5068825,-45.8626268,2024
2024|FB|260000700|PRI|MANANA|4TO ANO/GRADO|C|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000700,EJÉRCITO ARGENTINO,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,20,8,12,22,-67.5068825,-45.8626268,2024
2024|FB|260000700|PRI|MANANA|4TO ANO/GRADO|D|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000700,EJÉRCITO ARGENTINO,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,17,7,10,22,-67.5068825,-45.8626268,2024
2024|FB|260000700|PRI|MANANA|5TO ANO/GRADO|A|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000700,EJÉRCITO ARGENTINO,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,17,8,9,22,-67.5068825,-45.8626268,2024
2024|FB|260000700|PRI|MANANA|5TO ANO/GRADO|B|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000700,EJÉRCITO ARGENTINO,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,21,13,8,22,-67.5068825,-45.8626268,2024
2024|FB|260000700|PRI|MANANA|5TO ANO/GRADO|C|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000700,EJÉRCITO ARGENTINO,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,20,12,8,22,-67.5068825,-45.8626268,2024
2024|FB|260000700|PRI|MANANA|5TO ANO/GRADO|D|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000700,EJÉRCITO ARGENTINO,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,20,1,19,22,-67.5068825,-45.8626268,2024
2024|FB|260000700|PRI|MANANA|6TO ANO/GRADO|A|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000700,EJÉRCITO ARGENTINO,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,18,8,10,22,-67.5068825,-45.8626268,2024
2024|FB|260000700|PRI|MANANA|6TO ANO/GRADO|B|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000700,EJÉRCITO ARGENTINO,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,21,11,10,22,-67.5068825,-45.8626268,2024
2024|FB|260000700|PRI|MANANA|6TO ANO/GRADO|C|PRIMARIA DE 6 ANOS|PRIMARIA DE 6 ANOS,26021,Escalante,260000700,EJÉRCITO ARGENTINO,COMODORO RIVADAVIA,PRI,Primario,6_11,6_11,15,9,6,22,-67.5068825,-45.8626268,2024
